projectDescriptionID,trapVisitID,visitTime,siteName,subSiteName,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity
2,2142,2003-12-22T10:36:00Z,Eye Riffle,Eye riffle_north,Unplanned restart,Processed fish,Trap stopped functioning,8220,0,2.7,Yes,626,NA,8.5,NA
2,2143,2003-12-22T14:18:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,10654,4.5,4.5,Yes,2476,NA,9,NA
2,2144,2003-12-22T15:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,NA,NA,5.9,Yes,2476,NA,9,NA
2,2145,2003-12-23T09:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,277,4.6,4.9,Yes,2479,NA,9,NA
2,2146,2003-12-23T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6783,5.9,6,Yes,2479,NA,9,NA
2,2147,2003-12-23T13:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4721,2.8,3,Yes,629,NA,9,NA
2,2148,2003-12-24T09:51:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,5.1,4.8,Yes,2490,NA,9,3.46
2,2149,2003-12-24T10:15:00Z,Herringer Riffle,Herringer_east,Unplanned restart,Processed fish,Trap stopped functioning,1887,0,6,Yes,2490,NA,9,3.46
2,2150,2003-12-24T12:09:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4096,3.3,3.2,Yes,640,NA,9,1.92
2,2151,2003-12-26T10:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",8283,2.8,3,Yes,629,NA,8,1.63
2,2152,2003-12-26T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,14661,4.8,5,Yes,2479,NA,8.5,1.93
2,2153,2003-12-26T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,476,6,6.2,Yes,2479,NA,8.5,9.3
2,2154,2003-12-27T10:25:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4182,3.1,3.2,Yes,628,NA,7.5,NA
2,2155,2003-12-27T13:06:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6587,4.9,NA,Yes,2478,NA,8,NA
2,2156,2003-12-27T13:42:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8658,5.7,NA,Yes,2478,NA,8,NA
2,2157,2003-12-29T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",8545,2.3,2.4,Yes,638,NA,7.5,2.43
2,2158,2003-12-29T13:44:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,"Trap functioning, but not normally",17367,4,4.2,Yes,2488,NA,8,2.27
2,2159,2003-12-29T14:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,13719,3.1,3.3,Yes,2488,NA,8,2.27
2,2160,2003-12-30T11:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4456,2,2.1,Yes,631,NA,8,4.78
2,2161,2003-12-30T13:10:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,1322,4.1,6.2,Yes,2491,NA,8,5.11
2,2162,2003-12-30T14:22:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6844,3.2,4.8,Yes,2491,NA,8,5.11
2,2163,2003-12-31T10:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4197,2,2.1,Yes,633,NA,8,3.25
2,2164,2003-12-31T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6492,3.1,3,Yes,2493,NA,8,2.45
2,2165,2003-12-31T13:52:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8714,4.3,4.2,Yes,2493,NA,8,2.45
2,2166,2004-01-02T14:26:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,9712,3,3.2,Yes,631,NA,8,5.89
2,2167,2004-01-03T11:17:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,20055,4.7,4.8,Yes,2489,NA,7.5,2.36
2,2168,2004-01-03T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,26470,6.3,6.1,Yes,2489,NA,7.5,2.36
2,2169,2004-01-03T16:35:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4580,2.8,2.8,Yes,629,NA,7.5,5.55
2,2170,2004-01-05T13:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",8002,3.2,2.9,Yes,628,NA,7.5,2.77
2,2171,2004-01-06T10:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3536,3,2.9,Yes,632,NA,8,2.48
2,2172,2004-01-06T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,4.8,4.7,Yes,2492,NA,8,2.42
2,2173,2004-01-06T13:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,26673,6.1,6.1,Yes,2492,NA,8,2.42
2,2174,2004-01-07T10:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4383,2.9,2.8,Yes,634,NA,8,3.33
2,2175,2004-01-07T13:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4778,4.6,4.5,Yes,2484,NA,8,3.79
2,2177,2004-01-07T14:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,9011,6.2,6.2,Yes,634,NA,8,3.79
2,2176,2004-01-07T14:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,9011,6.2,6.2,Yes,2484,NA,8,3.79
2,2178,2004-01-08T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4225,2.9,2,Yes,626,NA,8.5,1.45
2,2180,2004-01-08T13:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,9350,6.3,5.9,Yes,626,NA,8,2.71
2,2179,2004-01-08T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,9350,6.3,5.9,Yes,2486,NA,8,2.71
2,2181,2004-01-08T14:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3999,4.7,4.7,Yes,2486,NA,8,2.71
2,2182,2004-01-10T10:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7950,4.4,4.6,Yes,2315,NA,9,2.83
2,2183,2004-01-10T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,16487,5.3,5.8,Yes,2315,NA,9,2.83
2,2184,2004-01-10T13:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",8834,2.7,3,Yes,625,NA,9,5.35
2,2185,2004-01-12T11:57:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",7954,2.5,2.8,Yes,633,NA,8.5,3.51
2,2186,2004-01-12T13:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,9750,4.3,4.6,Yes,2043,NA,9,2.95
2,2187,2004-01-12T15:10:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,17540,5.2,5.4,Yes,2043,NA,9,2.95
2,2188,2004-01-13T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4020,4.9,4.9,Yes,1874,NA,8.5,1.7
2,2189,2004-01-13T12:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6988,5.7,5.8,Yes,1874,NA,8.5,1.7
2,2190,2004-01-13T14:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4700,3,3.3,Yes,634,NA,9,2.62
2,2191,2004-01-14T10:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3288,2.7,2.8,Yes,628,NA,8,2.1
2,2192,2004-01-14T12:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4320,3.5,3.9,Yes,1768,NA,8,1.89
2,2193,2004-01-14T12:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7446,4.9,5,Yes,1768,NA,8,1.89
2,2194,2004-01-15T10:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4120,3,3,Yes,628,NA,8,1.23
2,2195,2004-01-15T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3556,4.1,3.9,Yes,1768,NA,8.5,2.56
2,2196,2004-01-15T14:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7550,5.1,5,Yes,1768,NA,8.5,2.56
2,2197,2004-01-16T10:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4029,3,3,Yes,628,NA,8,0.83
2,2198,2004-01-16T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3897,4,3.9,Yes,1758,NA,8,2.22
2,2199,2004-01-16T13:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6829,5,5,Yes,1758,NA,8,2.22
2,2200,2004-01-17T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4242,2.9,2.9,Yes,629,NA,8,2.45
2,2201,2004-01-17T14:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3599,3.9,3.9,Yes,1759,NA,8,1.96
2,2202,2004-01-17T14:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7449,4.9,4.8,Yes,1759,NA,8,1.96
2,2203,2004-01-19T09:30:00Z,Eye Riffle,Eye riffle_north,Unplanned restart,Processed fish,Trap stopped functioning,1775,0,3,Yes,628,NA,7.5,1.18
2,2204,2004-01-19T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,"Trap functioning, but not normally",10811,3.8,4,Yes,1758,NA,8.5,2.13
2,2205,2004-01-19T12:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,13541,4.6,4.8,Yes,1758,NA,8.5,2.13
2,2206,2004-01-20T10:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4512,3.4,3.3,Yes,625,NA,8,1.1
2,2207,2004-01-20T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6063,3.8,4,Yes,1765,NA,9,1.1
2,2208,2004-01-20T13:52:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7452,4.8,5,Yes,1765,NA,9,1.1
2,2209,2004-01-21T10:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4209,3.1,2.9,Yes,622,NA,7.5,0.85
2,2210,2004-01-21T13:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4977,4,3.9,Yes,1752,NA,9,1.67
2,2211,2004-01-21T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6814,4.8,4.7,Yes,1752,NA,9,1.67
2,2212,2004-01-22T10:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3941,3.1,3.2,Yes,624,NA,7,2.17
2,2213,2004-01-22T12:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4374,3.8,3.8,Yes,1754,NA,8,1.46
2,2214,2004-01-22T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6860,4.9,5.2,Yes,1754,NA,8,1.46
2,2215,2004-01-23T09:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4006,3.4,3.2,Yes,628,NA,NA,0.42
2,2216,2004-01-23T14:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5993,4,4,Yes,1758,NA,NA,0.43
2,2217,2004-01-23T14:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7030,4.6,4.8,Yes,1758,NA,NA,0.43
2,2218,2004-01-24T10:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4252,3.1,3.2,Yes,633,NA,7.5,1.39
2,2219,2004-01-24T11:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5119,4.2,4.3,Yes,1773,NA,8.5,1.11
2,2220,2004-01-24T12:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6412,4.8,5.2,Yes,1773,NA,8.5,1.11
2,2221,2004-01-26T11:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,8400,2.9,3.1,Yes,630,NA,7,1.8
2,2222,2004-01-26T14:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,3.9,4,Yes,1770,NA,7,2
2,2223,2004-01-26T15:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,14667,4.8,4.9,Yes,1770,NA,7,2
2,2224,2004-01-27T10:36:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3788,2.9,3.2,Yes,1128,NA,7,1.24
2,2225,2004-01-27T13:10:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5426,4,3.8,Yes,2208,NA,8,1.63
2,2226,2004-01-27T13:49:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6294,4.8,5,Yes,2208,NA,8,1.63
2,2227,2004-01-28T13:50:00Z,Eye Riffle,Eye riffle_north,End trapping,Processed fish,Trap stopped functioning,3202,0,NA,Yes,1838,NA,7.5,3.38
2,2228,2004-01-29T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,4.3,4.3,Yes,1886,NA,7.5,2.88
2,2229,2004-01-29T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,14905,5.1,5.2,Yes,1886,NA,7.5,2.88
2,2230,2004-01-29T14:45:00Z,Eye Riffle,Eye riffle_north,Start trap & begin trapping,Not applicable,Trap not in service,NA,NA,4.5,Yes,1816,NA,7.5,4.35
2,2231,2004-01-30T14:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4353,3.1,3.9,Yes,1618,NA,7.5,1.91
2,2232,2004-01-31T10:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,NA,4,4.1,Yes,1418,NA,7,2.15
2,2233,2004-01-31T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,3.8,4,Yes,1814,NA,8,1.69
2,2234,2004-01-31T15:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,14664,4.6,4.6,Yes,1814,NA,8,1.69
2,2235,2004-02-01T11:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,5507,4.7,4.7,Yes,1807,NA,8,0.78
2,2236,2004-02-01T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4949,3.7,3.7,Yes,1807,NA,8,0.78
2,2237,2004-02-01T14:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",NA,3.5,3.6,Yes,1209,NA,7.5,1.13
2,2238,2004-02-02T11:20:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,NA,3.8,3.2,Yes,1006,NA,7,1.68
2,2239,2004-02-02T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7245,5.6,5.2,Yes,1801,NA,7,1.52
2,2240,2004-02-02T13:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5783,4.3,4.6,Yes,1801,NA,7,1.52
2,2241,2004-02-03T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,4.1,4.2,Yes,1788,NA,7.5,2.91
2,2242,2004-02-03T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6968,5.1,5.1,Yes,1788,NA,7,2.91
2,2243,2004-02-03T16:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,0,3.4,3.1,Yes,790,NA,7.5,2.41
2,2244,2004-02-04T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",NA,3.2,3.5,Yes,612,NA,7,2.22
2,2245,2004-02-04T14:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,781,3.8,3.8,Yes,1742,NA,8,1.7
2,2246,2004-02-04T15:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7850,4.9,5,Yes,1742,NA,8,1.7
2,2247,2004-02-05T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4706,4.1,4.2,Yes,1739,NA,8,1.56
2,2248,2004-02-05T12:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6036,4.9,4.9,Yes,1739,NA,8,1.56
2,2249,2004-02-05T14:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,0,2.8,2.9,Yes,599,NA,8,3.14
2,2250,2004-02-06T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5221,3.8,3.8,Yes,1742,NA,8,1.91
2,2251,2004-02-06T10:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6217,4.5,4.7,Yes,1742,NA,8,1.91
2,2252,2004-02-06T13:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",3954,3.1,2.8,Yes,602,NA,7.8,NA
2,2253,2004-02-07T08:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5210,3.9,4,Yes,1732,NA,8,2.02
2,2254,2004-02-07T09:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6282,4.8,5.1,Yes,1732,NA,8,2.02
2,2255,2004-02-07T11:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3982,2.9,3.1,Yes,602,NA,8,2.65
2,2256,2004-02-08T10:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3882,2.8,2.7,Yes,603,NA,7,6.05
2,2257,2004-02-08T12:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7349,4.5,4.6,Yes,1743,NA,8,1.65
2,2258,2004-02-08T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6413,3.6,3.7,Yes,1743,NA,8,1.65
2,2259,2004-02-09T11:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,NA,2.7,3.1,Yes,600,NA,7,2.92
2,2260,2004-02-09T12:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5487,3.6,3.6,Yes,1730,NA,8.5,3.22
2,2261,2004-02-09T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6644,4.1,4.5,Yes,1730,NA,8.5,3.22
2,2262,2004-02-10T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",3815,2.4,2.5,Yes,603,NA,7,1.18
2,2263,2004-02-10T14:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5467,3.6,3.6,Yes,1743,NA,9,2.31
2,2264,2004-02-10T15:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,"Trap functioning, but not normally",6644,4.3,4.5,Yes,1743,NA,9,2.31
2,2265,2004-02-11T10:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3040,2,2.2,Yes,607,NA,7,1.67
2,2266,2004-02-11T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4701,3.6,3.5,Yes,1737,NA,8.5,1.6
2,2267,2004-02-11T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6000,4.4,4.3,Yes,1737,NA,8.5,1.6
2,2268,2004-02-12T11:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,3.5,3.5,Yes,1751,NA,8.5,0.88
2,2269,2004-02-12T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,5860,4.3,4.4,Yes,1751,NA,8.5,0.88
2,2270,2004-02-12T14:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3279,1.7,2.4,Yes,611,NA,8.5,1.3
2,2271,2004-02-13T13:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,3.6,3.5,Yes,1749,NA,8.5,2.61
2,2272,2004-02-13T13:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6291,4,4.7,Yes,1749,NA,8.5,2.61
2,2273,2004-02-13T14:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,2814,1.9,3,Yes,609,NA,8,1.8
2,2274,2004-02-14T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4696,3.5,3.5,Yes,1742,NA,8.5,0.97
2,2275,2004-02-14T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,5889,4.4,4.4,Yes,1742,NA,8.5,0.97
2,2276,2004-02-14T12:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3297,2.7,2.8,Yes,612,NA,8.5,1.31
2,2277,2004-02-15T10:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4943,3.2,4.1,Yes,1748,NA,9.5,1.96
2,2278,2004-02-15T11:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6135,4.1,5,Yes,1748,NA,9.5,1.96
2,2279,2004-02-15T14:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3100,1.9,2.8,Yes,618,NA,8.5,1.87
2,2280,2004-02-16T10:50:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,2936,2.5,3.4,Yes,626,NA,8,1.13
2,2281,2004-02-16T13:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5918,4.1,3.7,Yes,1756,NA,9,2.26
2,2282,2004-02-16T14:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7333,4.7,4.7,Yes,1756,NA,9,2.26
2,2283,2004-02-17T10:40:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,NA,3.8,3.8,Yes,1775,NA,9.5,7.12
2,2284,2004-02-17T12:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6250,4.6,4.6,Yes,1775,NA,9.5,7.12
2,2285,2004-02-17T14:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Not recorded,3738,2.2,2.4,Yes,635,NA,9,4.16
2,2286,2004-02-18T12:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,3004,2.2,3.8,Yes,637,NA,9,7.04
2,2287,2004-02-18T14:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,"Trap functioning, but not normally",NA,2.6,1.9,Yes,1968,NA,10.5,12.93
2,2288,2004-02-18T16:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,"Trap functioning, but not normally",7730,3.1,2.7,Yes,1968,NA,10.5,12.93
2,2289,2004-02-19T11:30:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4231,2.9,3.3,Yes,618,NA,9,11.63
2,2290,2004-02-19T13:45:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap stopped functioning,NA,NA,NA,Yes,5928,NA,10.5,37
2,2291,2004-02-19T14:45:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap stopped functioning,4152,5.3,NA,Yes,5928,NA,10.5,37
2,2292,2004-02-20T11:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,4134,2.8,3,Yes,613,NA,10,17.58
2,2293,2004-02-20T13:45:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap not in service,NA,NA,4.2,Yes,7033,NA,NA,12.27
2,2294,2004-02-21T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,6920,4.9,5,Yes,7027,NA,10.5,33.23
2,2295,2004-02-21T15:00:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",1425,0,3.2,Yes,617,NA,9,7.46
2,2296,2004-02-22T10:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,NA,5.4,5.3,Yes,7051,NA,9,12.62
2,2297,2004-02-22T12:15:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",3395,2.5,2.6,Yes,621,NA,8.5,4.1
2,2298,2004-02-23T11:45:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap functioning normally,8542,5.5,NA,Yes,7592,NA,9,9.2
2,2299,2004-02-23T14:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,"Trap functioning, but not normally",4475,2.4,NA,Yes,622,NA,10,3.92
2,2300,2004-02-24T10:45:00Z,Eye Riffle,Eye riffle_north,Continue trapping,Processed fish,Trap functioning normally,2978,2.1,2.1,Yes,627,NA,8.5,8.59
2,2301,2004-02-25T12:30:00Z,Eye Riffle,Eye riffle_north,End trapping,Processed fish,Trap functioning normally,2490,1.8,NA,Yes,642,NA,8.5,4.04
2,2302,2004-02-27T09:45:00Z,Eye Riffle,Eye riffle_north,Start trap & begin trapping,Not applicable,Trap not in service,NA,NA,NA,Yes,2879,NA,NA,NA
2,2303,2004-02-27T11:30:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap not in service,NA,NA,5.5,Yes,19079,NA,NA,NA
